Resource Name,Contact Phone,Website Address,Location (if applicable),NOTES
Father Matters Reentry Mentoring Project,602-774-3298,fathermatters.org,,"Job training, parenting classes, mentor  program, cell phone assistance, Family Law  Clinic, and DES representatives are available  on site certain days of the week."
Federal Bonding Program,602-542-3957,www.azdes.gov,,Provides fidelity bonding insurance coverage  to those with criminal histories
Felony Guide,,http://felonyguide.com/,,"Information on record expungement,  employment information, and topics like the  difference between classes of felonies and  misdemeanors."
From Gangs to Jobs,602-384-0340,www.fromgangs2jobs.com,,"Free 8-12 week employment program for  men ages 16-25. Program runs Monday Thursday 6:30 PM- 9:30 PM. Includes  coaching, job readiness skills, GED classes,  employer support, life skills, job placement,  follow-up, and restoring family relations."
Hope’s Crossing,602-795-8098,,830 N 1st Ave,"Women only. Employment/volunteer  services, social/life skills development,  personal and professional skills training.  Offers a transitional home as well."
Jail Information,602-876-0322,,,
Middle Ground Prison Reform,,http://www.middlegroun dprisonreform.org/,,"Organization aimed towards protecting and  defining the rights, responsibilities, and  privileges of the incarcerated."
Sister Ministries Inc,602-684-3458,,8802 N 19th Ave,"Women only. Weekly support groups, bible  study, information and referrals to  
community services, clothing, make-up, and  personal hygiene items."
SVdP Ministry to the  Incarcerated,602-261-6836,,,
Tetra Services of Phoenix,602-685-9703,,2222 N 24th St.,"Vocational rehabilitation, job development,  job coaching, self- sufficiency/independence  training. Call ahead to appointment and fees."
The Streets Don’t Love  You Back,,http://thestreetsdontloveyouback.ning.com/page/ex-felon-job-information,,Ex-offender Job information resource guide
Yavapai Reentry Project,928-708-0100,yavapaireentryproject.org,,"Assistance with housing, education, clothes,  and food. Clients may choose to have their  own personal coach who will support and  guide them through this difficult time."
,,,,
NATIVE AMERICAN COMMUNITY RESOURCES,,,,
GENERAL RESOURCES,,,,
Native American Community Health Center,602-266-9166,,,
"NWH Community Health Center  
Monday-Friday, 8:00 am 5:00 pm",602-279-5351,http://www.nativehealthphoenix.org/services/dental-services/,"2423 West Dunlap Avenue Phoenix, AZ 85021",
Native American Connections,602-424-2060,,4520 N Central Suite 100,"Offers traditional Native healing and Western  Medicine. Substance abuse, general mental  health with co-occurring disorders."
Native Health,602-279-5262,,4041 N Central Ave,"Domestic violence services. Individual, group,  and family counseling. Alcohol and substance  abuse treatment."
Phoenix Indian Medical  Center,602-263-1200,,4212 N 16th St.,Offers outpatient substance abuse treatment  and mental health counseling and inpatient  medical services for Native Americans  belonging to a federally recognized tribe
"Native American Connections, Inc ","Main: 602-424-2060 
Fax: 602-424-1623
Guiding Star: 602-254-5805 
Com Serv Site: 602-254-3247",,"3424 E Van Buren St., Phoenix, AZ 85008",Guiding Star Program: 45-day program for adult women and their dependent children/ Also offers traditional healing
"Native American Connections AA Meetings 
",602-424-2060 OR 602-254-5805,,,
TRANSPORTATION,,,,
HIS/ Gila River Transportation,602-528-1384,,,
Time on Transport (another IHS option),480-232-8025,,,
San Carlos,928-475-6041,,,
Tohono O’dam,520-383-6050,,,
Sells/Santa Rosa,520-383-3590,,,
White River,928-338-1808,,,
Pascua Yaqui,480-820-1118,,,
PIMC,602-263-1503,,,
Navajo,"928-613-6314 
800-531-4415",,,
Z Best,"520-494-7631  
Fax: 480-656-4465",,,
ANN (After hours transport),866-210-0065,,,
Arizona Med Transport  (IHS after hours),602-614-1042,,,
,,,,
HISPANIC COMMUNITY RESOURCES,,,,
GENERAL RESOURCES,,,,
Care Directions- Case  Management,602-264-2273,,,HIV Services in English and Spanish
1-877-KIDS-NOW (877- 543-7669),,,,Low cost or free health care coverage
Centro De Amistad,602-393-3840,,"2923 N 33rd Ave., Phoenix, AZ 85017","Counseling, health programs"
,480-839-2926,,"8202 Avenida del Yaqui, Guadalupe, AZ 85283",
,480-833-0227,,"460 N Mesa Drive, Suite 120, Mesa, AZ 85201",
Chicanos Por La Causa,602-257-0700,www.cplc.org,"1112 E Buckeye Rd., Phoenix, AZ 85034","Counseling provided for: behavioral health,  substance abuse, victims of domestic  violence. Employment training classes,  parenting classes, shelter for victims of  domestic violence"
HIV/AIDS Latino Outreach Services,"602-257-5530 
602-689-5479",,,Outreach program for all Latinos in Maricopa  and Pinal counties
CPLC Mortgage & CPLC  Credit Union,602-253-0838,,,"Experienced bilingual, HUD- certified pre purchasing counseling"
De Colores,602-269-1515,,,Domestic violence shelter- accepts women  and their children with referral
Mexican Consulate,928-627-8712,,"10600 W G. St. San Luis, AZ 85349",Tues and Thursdays only 9:00 AM- 2:00 PM
,602-242-7398,,"320 E McDowell Rd #320,  Phoenix, AZ 85005",
Bureau of US Customs & Border Protection,Immigration: 602-392-4440  #3,,,
Tonatierra Comm. Dev.  Institute,602-254-5230,,"812 n 7TH Avenue,  
Phoenix, AZ",Legal representation. Immigration Information
Friendly House,602-257-1870,www.friendlyhouse.org,"113 W Sherman St.,  
Phoenix, AZ 85003","Academia del pueblo, Adult education,  college and career readiness program,  emergency support services, family  
immigration services, and many more. Social, counselling and immigration services,  parenting classes. "
Molina Complete Care of AZ,602-222-9444,,,24-hour Crisis line
Valle Del Sol,602-258-6797,,,"Non-profit, community-based organizations  helping men, women, children, families, and  the elderly through counseling, substance  abuse treatment, support services and  leadership development programs."
Arizona Marriage & Family Therapy Clinic - Bilingual Therapy Services,480-282-8778,www.AZMFTClinic.com,"6100 W Gila Springs Place, Suite 19 (Chandler  & Kyrene)",
,,,"7581 S Willow Drive, Suite 108 (McClintock &  Elliot)",
TRANSPORTATION,,,,
Kora Radio Taxi,602-352-8481,,,
Marina Tours and Travel,602-352-8481,,"7035 S Central #4, Phoenix, AZ 85040",Operation hours: Mon-Fri 9a-6p 11a-3p
Aero Mexico,800-237-6639,aeromexico.com,,
,,,,
PARENT AND NEWBORN RESOURCES,,,,
HOTLINES,,,,
Crisis Hotlines,602-222-9444,,Maricopa County,
,866-495-6735,,"Pinal, Gila, Yuma, La Paz Counties (Southern Arizona)",
,800-259-3449,,Gila River,Counseling line
ADHS Pregnancy and Breastfeeding Hotline,800-833-4642,,,24-hour breastfeeding questions
Department of Child Safety (DCS),"1-888-767-2445 
(1-888-SOS-CHILD)",,"Po Box 6030, s/c C010-23 Phoenix, AZ 85005-6030",Arizona’s Statewide Toll-Free Child Abuse Hotline
GENERAL INFORMATION,,,,
Resource Link,1-877-728-5414,,,"Mercy Gilbert and Chandler Regional Medical  Centers Doctor referral service, information  and registration support groups, classes, and events
Hours of Operation: Mon-Fri 8a-5:30p"
Community Info & Referral,800-352-3792  & 2-1-1,,,"Shelter Hotline(Option #1), Financial and Community Resources"
Maricopa County Public Health Clinic,602-506-3011,http://www.maricopa.gov/3849/PublicHealth,"301 W Jefferson St.,  
Phoenix, AZ 85003",
American Academy of Pediatrics,866-843-2271,"www.aap.org or  
www.Healthychildren.co m",,"Pediatrician Finder, Child Safety Information"
"Women, Infants, and  Children (WIC) Office Locator","800-252-5942 
602-542-1886",www.azdhs.gov,,
Sacaton- Tribal Social  Services,"520-562-3396  
Fax: 520-562- 3633",www.gilariver.org,"Pima, Sacaton, AZ 85147",
Salt River Pima Maricopa Social Services,480-362-5645,,,
AK-Chin Social Services,520-568-1090,,,
PERINATAL MOOD DISORDER SUPPORTS,,,,
AZ Warmline,1-888-434-6667,,,Postpartum depression support and  resources. Leave message and you will get a  call back. 24-hour service
Postpartum Support  International (PSI),1-800-944-4773,www.postpartum.net,,
"East Valley Maternal  Wellness, PLLC",480-220-0582,www.eastvalleymaternalwellness.com,"1166 E Warner Rd #101, Gilbert, AZ 85296",Postpartum depression and perinatal  adjustment resources
"Dignity Health  
Postpartum Depression  Support Group","480-728-5414 
877-128-5414",,"1760 E Pecos Rd., Ste  235, Gilbert, AZ",Meetings are Wednesdays 1 to 2:30p
Baby Blues Connection,800-557-8375,www.babybluesconnection.org,,"Baby Blues Versus Postpartum Depression,  Supportive Resources"
PARENT EDUCATION AND SUPPORT PROGRAMS,,,,
Birth to 5 Helpline,1-877-705-5437,,,"A question line for parents, caregivers, and professionals regarding development, behavior, feeding, sleep patterns, etc."
Postpartum Baby Care  Class,602-933-3591,,Mercy Gilbert McAuley Building,Free Support Group (ages 0-2); 3rd Wednesday of every month 10:00- 11:30
Healthy Families,602-266-5976,,Maricopa County,In-home support and education on parenting  and baby development
,520-518-5292,,Pinal County,
Early Head Start and  Head Start Program,"480-464-9669 
1-866-763-6481",,,"Early child development, education, health, nutrition and family services"
Parent Partners Plus by Southwest Human Development,602-633-0732,www.parent.partnersplus.com,,"Connects expecting parents or families with  a child age 0-5 to free home visitation  program that support healthy pregnancy,  parent education and connection with  community resources"
Child Crisis Arizona Home Visiting Program,480-304-9440,,"Gilbert, Queen Creek,  Mesa","Community resources, developmental  activities, and parental support to expecting  or parenting families with children ages 0-5"
"Child and Family Resource, Inc.",602-234-3941,,,Parenting Programs
Family Service Agency,602-863-1862,,,Parent education classes for AHCCCS  members
Child Crisis Arizona,480-834-9424,https://childcrisisaz.org/,"817 N Country Club, Mesa, AZ 85201 (Family  Resource Center)","Free or for a small fee for parenting skills,  play groups, classes for relatives as parents,  etc. 
* Classes in English and Spanish"
Mesa Parent University,480-472-0000,www.mpsaz.org/parentu,,"Offers a variety of FREE classes for parents  related to guidance and behavior, academics,  growth and development, and health.  
* Classes in English & Spanish"
Parenting Arizona,602-248-0428,,"6741 N 7th St., Phoenix,  AZ 85014","Parenting classes, Parent Aid Services, &  Supportive programs"
Father Matters,480-720-9228,,"3146 E Wier Ave #28,  Phoenix, AZ 85040",Assists with a variety of issues including child  support modifications
Hope Living Center,602-715-0999,,Phoenix,"Earn as you learn educational classes, 1 on 1  meeting"
,480-983-4673,,Apache Junction,
,520-723-8888,,Coolidge,
Pregnancy and Postpartum Fitness Class,480-728-5414,,,"Location/Time varies, Infant and toddlers  welcome/ $10"
First things First,602-771-5100,,"4000 N Central Avenue,  Suite 800",
Parent Assistance Center,602-288-0155,,"5333 N 7th Street Suite,  A100, Phoenix, AZ 85014",
Southwest Human Development,602-288-0155,,"2850 N 24th Street,  Phoenix, AZ 85008",
Earn as you learn programs,480-966-1902,,,Aid to Women Center
,602-261-7522,,,1st Way Women’s Center
DEVELOPMENTAL AND DISABILITY RESOURCES,,,,
Raising Special Kids,602-242-4366,www.raisingspecialkids.org,,"Support, support groups, resources and  education to families with special needs;  birth to age 26"
Sharing Down Syndrome Arizona,480-926-6500,,,"Information, counseling, continuing education, support"
Arizona Early Intervention Program,,https://des.az.gov/services/disabilities/developmental-infant,"1717 W Jefferson St, Phoenix, AZ 85007",Services for Infants & Toddlers with  developmental needs ages 0-3
BREASTFEEDING SUPPORT AND SUPPLIES,,,,
Arizona Department of  Health Services Breastfeeding Hotline,1-800-833-4642,,,
Breastfeeding Support  Group,1-877-728-5414,,Mercy Gilbert Medical  Center,Fridays 10:00 AM
,,,Chandler Regional Medical Center,Wednesdays 11:00 AM
Arizona Breastfeeding  Center,480-442-8491,,,"Lactation Consultation, Counseling, Support,  Classes"
La Leche League,1-800-525-3243,"www.lalecheleague.org 
www.lllofaz.org",,
AZ Breastfeeding Coalition,,www.azbreastfeeding.org,,"Lactation advocates, support and link to AZ  support resources"
Pumpin’ Pal,,www.pumpinpal.com,,Markets angled breast shields and hands free straps to improve comfort and effectiveness of pumping breastmilk.
"Modern Mommy  
Boutique",480-857-7187,www.modernmommyboutique.com,,"Breast pump sales and rentals, nursing  classes, breastfeeding support group, nursing  bras, and supplies. Free delivery"
"Anything for Baby  
Equipment Rentals",480-515-9783,www.anythingforbaby.com,,"Baby equipment, furniture, breastfeeding  supplies, pump for purchase or rent. Free  delivery."
Banner Health,602-230-2273,,,breastfeeding and baby care classes
SUBSTANCE ABUSE AND BEHAVIORAL HEALTH,,,,
SAMHSA (Substance Abuse and Mental Health Administration),1-800-662-4357,www.SAMHSA.gov,,Treatment and Services Locator
Center for Hope,"480-461-1711  
Fax: 480-833- 5772",,"554 S Bellview, Mesa, AZ 85204","For pregnant and/or parenting women with  co-occurring disorders. Outpatient treatment  center- Intensive and regular outpatient  treatment, Supportive housing programs,  Support, transportation and Childcare"
"BAART Behavioral Health Services, Inc",480-899-0200,,"908 W Chandler Blvd.,  85225","Adults only. Behavioral Health and Substance  Abuse treatment. Sliding fee, AHCCCS,  Medicare, Private Insurance"
NCADD (National Council on Alcoholism  and Drug Dependence)/ Healthy Connections  Program,"602-264-6214
HOPE Line 1-800-NCA-CALL",,Phoenix,"Comprehensive treatment for pregnant adult  women with substance abuse and co occurring disorders, including emergency  and supportive housing."
CHILD SAFETY SEAT PROGRAMS,,,,
Chandler Fire Department,480-782-2046,,,"Free car seats and installation. Call/leave  message to make an appointment.  
Appointments are almost every Saturday. Do  not have to be a Chandler resident."
Gilbert Fire Department,480-503-6300,,,Must be a Gilbert resident & meet guidelines  By appointments ONLY
FINANCIAL SUPPORT,,,,
Mothers Lifeline Through St. Andrew’s  Catholic Church,480-899-1990  ext 202,,,"Leave a message. Emergency clothing, beds,  diapers, bottles, car seats, playpens"
Child and Family Resources,520-518-5292,,"1729 N Trekell Rd #120,  Casa Grande, AZ 85122",Formula and diapers if available
St. Mary’s Food Bank  Alliance,602-242-3663 602-352-3640,www.firstfoodbank.org,,Call number to be directed to food bank  locations nearest you. Based on ZIP code.  Food and baby box program.
Diaper Bank of Central  AZ,602-759-5499,www.Diaperbankaz.org,,Distributes diapers throughout AZ
Salvation Army,480-963-2041,,"85 E Sarasosa St., Chandler",Free After School Child and Summer Day  Camp Program
,480-833-8322,,"241 E 6th St., Mesa, AZ",
Chandler Christian Community Center,480-963-1423,,"345 S California Sr., Chandler, AZ 85224","Child and adult programs, back to school  supplies, and other supportive services"
PATERNITY TESTING,,,,
DNA Diagnostic Center,800-362-2368,,,"Hour of Operation Mon Fri 8a-9p Eastern time,  Sat 9a-5p"
Blood Systems Laboratories,602-343-70o0,,"2424 W Erie Dr, Tempe,  Arizona 85282",
AZ DNA,480-695-6250,http://azdna.com/,,Mobile DNA Paternity Testing
CHILD CARE AND ASSISTANCE,,,,
Association for Supportive Child Care,480-829-0050,,,
Center for Family Child  Care Resources,480-345-9388,,,
Child Care Resources &  Referral,"602-244-2678 
800-308-9000",,,
DES Administration/  Child Care,480-834-3343,,,
Maricopa County Head  Start,480-464-9669,,,Comprehensive preschool program
Childcare Resource and  Referral,1-800-308-9000,www.azchildcare.org,,
Caring Nannies,"480-946-3423 
After hours: 602-639-0657",,,"Newborn Specialists, Mother’s Helpers,  Nannies, Family Assistants, and Housekeepers and Cooks"
Arizona Lullaby Guild,602-852-0459,,,Childcare and Maternity In-Home Care
Child care agencies,,www.sittercity.com,,
,,www.urbansitter.com,,
,,www.collegeanniesandtutors.com,,
LEGAL SUPPORT,,,,
Lawyer referral services,602-257-4434,,,
"DES Division of Child  support and  
Enforcement",602-252-4045,www.azdes.gov/dcse,,"Locate non-custodial parents establish  paternity, establish and enforce support  orders and collect child support payments"
Fresh Start Women’s  Resource Center,602-252-8494,,"1130 E McDowell Rd.,  Phoenix, 85006","Case management, resource support, family  law support"
TEEN RESOURCES,,,,
Teen Child Birth Class,1-877-728-5414,,Chandler Regional and  Mercy Gilbert Medical  Centers,Baby Your Baby Safety Class
Pregnancy and Teen  Health Program (PATH),480-412-7284,,"1400 S Dobson Rd.,  Mesa, AZ 85202","Healthy pregnancy Program, ages 21 and  under"
Teen Outreach Pregnancy Services,480-668-8800,,"142 N Date, Mesa, AZ  85201","Healthy Pregnancy, Support Groups  (including lactation support) and Parenting  Classes"
Teens 4 Teens Parenting  Support Group,1-877-728-5414,,"1955 West Frye Road,  Chandler, AZ",Free program for teen mothers and baby.  6:00 PM- 7:00 PM every 1st and 3rd Thursday  of the month
National Teen Dating  Abuse Helpline/Love is  Respect,1-866-331-9474,www.Lovwisrespect.org (teen to teen online  chat support),,
Arizona Girl’s Ranch,480-941-0150,,,Teen Pregnancy Housing
PREGNANCY SUPPORT AND HEALTHCARE,,,,
AID to Women Center,480-968-1146,,"707 S. Forest Ave, Tempe, AZ","Crisis pregnancy services, counseling &  education, free pregnancy testing, low cost  ultrasound, STD testing, pap smears and  prenatal care."
,480-966-1902,,"2039 S Mill Ave., Tempe,  AZ",
Planned Parenthood,1-800-230-PLAN,,,"Pregnancy Health, Planning, and Care Customer Service Center: 602-277-7526"
,480-814-0024,,Chandler,
,480-892-7888,,Mesa,
,480-838-1246,,,
,480-967-9414,,,
MOM Mobile Prenatal  Care,"602-406-4628 
602-406-3715",,"500 W Thomas Rd., Suite  #800, Phoenix, AZ 85013",Delivery @ St. Joseph’s Hospital & Medical  Center
Crisis Pregnancy Center,480-733-2740,,Mesa,Supportive counselling services and  pregnancy planning
,480-306-4612,,Tempe,
,602-393-7501,,Phoenix,
,602-707-7729,,,
,866-303-5683,,,
Catholic Charities Community Services,602-749-4405,https://www.catholiccharitiesaz.org/about-us/history,"2220 S Country Club Drive, Suites 106, 108,  Mesa, AZ 85210","Behavioral health counseling for individuals,  couples, families, and children. No AHCCCS  patients. Prescription Assistance "
,602-997-6105,,"1825 W Northern Avenue, Phoenix, AZ 85021",
,623-486-9868,,"7400 W Olive Avenue,  #10, Peoria, AZ 85345",
Christian Family Care  Agency,602-234-1935,,,
"Women, Infants, and  Children (WIC)",602-542-1886,,,"WIC provides nutrition information,  breastfeeding support, referrals to healthcare and other social services. Healthy  foods to infants and children under 5,  pregnant women, breastfeeding women, and  postpartum women. Visit a clinic close to you to apply (walk-ins  are served after previously scheduled  appointments). When you visit, please bring  the following items:
➢ A form of identification (photo ID,  birth certificate, or immunization  
record) 
➢ Proof of address (driver’s license,  state ID or utility bill) 
➢ Proof of income (Paystub or letter  from AHCCS, SNAP, TANF, Section 8  housing) 
Each family member applying for WIC must  be present"
,602-506-6848,,"1645 E Roosevelt St.,  Phoenix, AZ 85006 
Tue, 8:00 AM- 5:00 PM",
,602-252-3988,,"1260 S 7th Avenue, Phoenix, AZ, 85007 
Mon, 8:30 AM- 5:00 PM",
,602-278-3201,,"3003 W Thomas Rd., Phoenix, AZ 85017 
Thurs, 8:30 AM-5:00 PM",
,602-331-8311,,"8828 N Central Ave, #100, Phoenix, AZ 85020",
1st Way Women’s Center,602-261-7522,www.1stway.net,"3501 N 16th Street, Phoenix, AZ 85016 ","Pregnancy testing, ultrasound imaging,  option counseling, community referrals,  material support"
Life Choices Women’s  Clinic,602-305-5100,,,"Free services, counseling, low cost pregnancy  testing, STD testing, obstetrics/gynecology  care, ultrasound."
New Life Pregnancy Center,520-836-6614,,"1101 E Trinity Place, Casa  Grande, 85122","Free pregnancy services, parenting classes  and materials including diapers, formula and  clothing"
C.A.R.E. Partnership Pediatric and Adult Clinic,480-833-8987,,"466 S Bellview St., Mesa,  AZ 85204","Medical care, after school program and some  food assistance"
Family Service Agency,602-501-5378,,,Provides outpatient behavioral/mental  health and substance abuse treatment and  free pregnancy counseling.
St. Joseph’s Mercy Care  Clinic,602-406-3540,,,Offers prenatal care and delivery packages  for patient who do not qualify for AHCCCS
Nurse-Family Partnership,602-633-0732,,,"Nurse supports first- time mothers with  healthy pregnancy, parenting skills, building  a strong network of support, home safety,  healthcare referrals, childcare, job training,  and community resources"
,,,,
DOMESTIC VIOLENCE,,,,
GENERAL RESOURCES,,,,
National 24-hour Domestic Violence Hotline,"800-799-7233 
800-787-3224",,,
National Sexual Assault  Hotline,800-656-4673,,,
Domestic Violence Court Advocates,602-372-7605,,,
Arizona Coalition Against Domestic Violence,"602-279-2900 
1-800-782-6400",,"2800 N Central Ave, Suite  1570, Phoenix, AZ 85004",Free service: any legal question pertaining to  domestic violence. Provide information and education about domestic violence and  resources to victims of domestic violence.
Address Confidentiality  Program,602-542-1653,acpinfo@azos.gov,,"Provides survivors of domestic violence,  sexual assault, or stalking with a means to  prevent an abuser from locating them  through public records. Offers a legal  substitute address with a mail forwarding  system free of charge."
Eve’s Place: Domestic  Violence Community  Outreach,623-537-5380,,,"Provides individual support with a DV  Advocate, assistance with relocation,  navigating the court process (divorce and  custody), resources and referrals. Evening  support groups in Sun City, Tolleson,  Surprise, El Mirage, Peoria, Wickenburg."
Family Advocacy Center,602-534-2120,2120 N Central Ave,,"Provides counseling referrals, financial  assistance referrals, and case management to  victims of domestic violence. Assists with  orders of protection and other legal issues  surrounding the case."
Florence Crittention  Girls Ranch,602-274-7318,www.flocrit.org,,"Helps at risk girls and young women who are  dealing with abuse, neglect, and teen  pregnancy, behavioral health."
Hopeline,602-279-2900,,,Provides a phone and 3000 anytime minutes  to domestic violence survivors affiliated with  a local DV agency.
Organization for Non Violence Education,623-934-0696,Oneincusa.org,,"Provides individual and group counseling for  anger management and domestic violence.  $180 for 12 sessions, up to 52 weeks.  Sessions are gender specific and court order  approved. Men’s groups: Monday in the East  Valley and Wednesday in Glendale. Women’s  groups: Thursday in Glendale"
Trust,1-888-373-7888,Trafficresourcesenter.org,,Coordinates anti-trafficking effort and offers  support to those who have suffered from  human sex trafficking. Offers a text line for  support. Text 233733 3:00 PM- 11:00 PM
Agnes Center,602-442-6616,,"2750 W McDowell Avenue, Phoenix, AZ  85009",
Community Support  Services,480-629-5994,,"400 W Camelback Rd.,  Suite 306, Phoenix, AZ  85013",
New Horizons,623-939-6567,,"5062 N 19th Avenue Suite  102, Phoenix, AZ 85015",
Family Advocacy Center,602-534-2120,,"2120 N Central Avenue  Suite 250, Phoenix, AZ  85004",
DOMESTIC VIOLENCE SHELTERS,,,,
Domestic Violence Shelter Information Line,480-890-3039,,,
Shelter Line (Maricopa County only),"602-263-8900 
800-799-7739",,,
DV Stop,480-890-3039,,,Connects victims of domestic violence with  resources including emergency shelter
Eve’s Place Mobile Advocacy Program,623-537-5380,,,"Supporting any victim of domestic, sexual,  and teen dating abuse by increasing access to  services through mobile advocacy"
Doves Transitional Shelter,602-264-4357,,,This is a domestic violence shelter for adults  over 50
Faith House,623-939-6798,,,30-day residential treatment program for  women and their children
De Colores,602-269-1515,,,"24 hour line, shelter, & children’s program"
Chrysalis,602-944-4999,https://noabuse.org/contact-us,"2055 W Northern Ave., Phoenix, AZ 85021","120-day shelter for women & children, anger  management group for men & women,  offender intervention, support"
My Sister’s Place,480-821-1024,,,Women & children; groups. The stay limit for  this program is 30-45 days. They do not  accept male children over the age of twelve  (12). They also require that any female  children over the age of eighteen (18)  register as a separate single client.
Sojourner Center,602-244-0997,,,Women and children; counseling for abused  women transitional housing
Autumn House,480-835-5555,,,"This program is for thirty (30) days. Boys are  allowed up to age seventeen (17), however, if  they are working, they may stay after their  eighteenth birthday as a family"
Salvation Army- Elim  house,602-267-4111,,,Women and children. This program accepts  children of both genders up to age of 17. The  standard stay in this program is for 30 days.
,,,,
GED CLASSES,,,,
GENERAL RESOURCES,,,,
Literacy Volunteers,602-274-3430,,"1616 East Indian School  Rd., Suite 200, Phoenix,  AZ 85016","Offers reading classes, math classes, GED,  etc.. 
Hours of Operation Mon-Fri 8a-5p"
Arizona OIC,602-254-5081,www.azoic.org,"39 E Jackson St., Phoenix,  AZ 85004",Employment training  
Phoenix Indian Center,602-264-6768,www.phxindcenter.com,"4520 N Central Ave #250,  Phoenix, AZ 85012",
,,,,
LIBRARY,,,,
GENERAL RESOURCES,,,,
Arizona State Braille &  Talking Book Library,602-255-5578,,"1030 N 32nd St, Phoenix,  Arizona 85008 ","Provides books, magazines, and other library  resources in alternate formats for those with  visual or physical disabilities. Offers information about resources and activities  around the valley for the visually and hearing  impaired. Mon-Fri 8a-5pm, Closed  weekends"
Burton Barr Central Library,602-262-4636,,"1221 N Central Ave, Phoenix, Arizona 85004",
,,,,
DISABILITY,,,,
GENERAL RESOURCES,,,,
AZ Bridge to Independent Living,"602-296-0551 
602-256-0184",,"1229 E Washington St.,  Phoenix, AZ 85034",
AZ Center for Disability  Law,602-274-6287,,"5025 E Washington St.,  Ste 202, Phoenix, AZ 85034",
AZ Vocational Rehab,602-266-4434,,3839 N 3rd St.,
,,,"3003 N Central Avenue,  Phoenix, AZ 85012",
Ability 360,602-256-2245,,"5025 E Washington St.  Ste. 200, Phoenix, AZ  85034",
SOAR,602-527-1978,lgallegly@lodestardc.org,,SOAR dramatically increases the chances of a  mental health issue SSI/SSDI application  being approved
"Disabled American  
Veterans",800-827-1000,,,
National Association for  Mentally Ill (NAMI),602-244-8166,,,
Senior Planning,1-855-942-3322,,,Senior Planning will help any Arizona senior  or person with a disability qualify and find  care under the ALTCS program. We can help  ALTCS clients who have applied for the  program find care while they are waiting for  benefits to be approved by the state.
Area Agency on Aging,"602-264-4357 
602-241-6110 
602-230-9132 
602-264-2255 
888-783-7500",,"1366 E Thomas Road Suite 108, Phoenix, AZ  85014","AZ Links, Long term care options counseling,  specialized information and referral. Age range: 50  
Special focus: Disability issues, caregivers,  older adults service areas (Maricopa) Availability: Everyday 24/7"
Caregiver Resource Line,888-737-7494,,,
,,,,
ELDERLY,,,,
GENERAL RESOURCES,,,,
Adult Protective Services Adult Abuse  Hotline,877-SOS-ADULT (767-2385),,,
Deer Valley Community  Center Senior Services,602-495-3735,,2001 W Wahalla Ln,"Lunch, home delivered meals, counseling,  energy assistance, transportation"
Senior Telephone Discount Program,"602-542-6600 
1-800-582-5706",,,17% discount on basic telephone rate for age  65 or older. Household must be at or below  100% poverty.
Senior Planning,1-855-942-3322,,,Senior Planning will help any Arizona senior  or person with a disability qualify and find  care under the ALTCS program. We can help  ALTCS clients who have applied for the  program find care while they are waiting for  benefits to be approved by the state.
Area Agency on Aging,"602-264-4357 (24-hour  help line) 
602-241-6110 
602-230-9132 
602-264-2255 (main) 
888-783-7500",,"1366 E Thomas Road Suite 108, Phoenix, AZ  85014 ","AZ Links, Long term care options counseling,  specialized information and referral. Age range: 50  
Special focus: Disability issues, caregivers,  older adults service areas (Maricopa) Availability: Everyday 24/7
Hours of Operation: 8a-5p"
Arizona Division of Aging and Adult Services,"602-542-4446 
Fax: 602-542- 6575",,"1789 W Jefferson St, Phoenix, AZ 85007",
Caregiver Resource Line,888-737-7494,,,
State Health Insurance  Assistance Program (SHIP),800-432-4040,,,
City of Phoenix Senior  Services Division,602-262-7379,,,Call for more information regarding each  center Mon-Fri 8am to 5pm
HOUSING,,,,
Hacienda de Los Arcros,480-945-4991,,"7529 E Culver St., Scottsdale, AZ 85257","Senior only subsidized housing. Check website to find out if the section 8  list in your area is open, recently closed, or  opening up soon"
Sunnyslope Manor,602-262-4047,,"205 E Ruth Ave, Phoenix,  AZ 85020",
Fellowship Towers,602-266-9438,,"222 E Indianola Ave.,  Phoenix, AZ 85012",
Hacienda Del Rio,602-272-7348,,"4121-4 W McDowell Phoenix, AZ 85009",
Vianney Villa,"623-932-2036 
866-933-2293  EXT# 37766",https://affordablehousingonline.com/open-section-8-waiting-lists,"750 S 4th Street, Avondale, AZ 85323",
,,,,
YOUTH/ LGBTQ,,,,
GENERAL RESOURCES,,,,
Tumbleweed 24 Hour  Crisis Line,"602-841-5799 
1-866-SAFE-703",,,
Tumbleweed,602-271-9904,,"3707 N 7th Street, Suite  305, Phoenix, AZ 85014",
One n Ten,602-400-2601,,"TEMP-1101 N Central  Ave,Phoenix, AZ 85004",**CURRENTLY HAVE A TEMP ADDRESS YOUTH CENTER UNDER CONSTRUCTION**  M-F 4-6p
LGBTQ Consortium @  TERROS,"602-292-9385 
602-685-6082",,,Contacts are Jason and Isaac
Q High,602-279-0894,,,Helps LGBTQ and straight allied youth obtain  High school diploma
,,,,
FINANCIAL/ EMERGENCY ASSISTANCE,,,,
GENERAL RESOURCES,,,,
Social Security,1-800-772-1213,www.Socialsecurity.gov,,"Social Security retirement, social security  disability, supplemental security income"
