Category,Name,Tags,Services,Eligibility,LatLng,Lat,Lng,Address,Hours of Operation,Phone,Website,Email,Social Media,Rating,Facebook,Instagram,Twitter,Source
FINANCIAL/ EMERGENCY ASSISTANCE,Benefits check-up (National Council on  Aging),,"State, Federal and Private Benefit programs  for prescription assistance, health care, food,  utilities, tax relief, transportation, legal  support, employment assistance etc.",GENERAL RESOURCES,,,,,,,www.Benefitscheckup.org,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Government Benefits,,"Helps provide improved, personalized access  to Governmental Assistance Programs. Call  1-800-FED- INFO, M-F: 8:00 AM- 8:00 PM,  eastern time to speak with an information  specialist.",GENERAL RESOURCES,,,,,,1-800-333-4636,www.GovBenefits.gov,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Gilbert,,"Arizona Community Action Association 602- 604-0640 www.azcaa.org 
www.selfhelp.org 
General assistance, assistance with utilities,  emergency financial assistance, rental  assistance, telephone assistance, short- term  and long-term assistance programs, Senior  discount programs for utilities, Phone/Med  Alert Services, food boxes, rent, utilities, case  management, weatherization, eviction  prevention, shelter coordination, air  conditioning repairs in the summer, etc. 
Assistance with state paid benefits qualifications.",COMMUNITY ACTION PROGRAM OFFICES,"33.35080335, -111.7937671421526",,,"44 N Oak Street, Gilbert,  AZ 85225",,480-963-1423,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,City of Guadalupe,,,COMMUNITY ACTION PROGRAM OFFICES,"33.361599053672684, -111.96301985807202",,,"9421 S Avenida Del Yaqui, Guadalupe, AZ  85283",,"480-730-3093 
Fax: 480-505-5383",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Avondale,,,COMMUNITY ACTION PROGRAM OFFICES,"33.435412, -112.354664625",,,"328 W Western Ave.,  Avondale, AZ 85323",,"623-333-2703 
Fax: 623-478-0270",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Chandler,,,COMMUNITY ACTION PROGRAM OFFICES,"33.29804620408163, -111.84360397959183",,,"345 S California St., Chandler, AZ 85225",,480-963-1423,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Tempe,,,COMMUNITY ACTION PROGRAM OFFICES,,,,"2150 E Orange, Tempe,  AZ 85281",,"480-350-5880 
Fax: 480-350-5894",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Scottsdale (Visa Del  Camino Program),,,COMMUNITY ACTION PROGRAM OFFICES,,,,"7700 E Roosevelt, Scottsdale, AZ 85257",,"480-312-2323 
Fax: 480-312-7715",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Mesa,,,COMMUNITY ACTION PROGRAM OFFICES,"33.40772833333333, -111.81729533333333",,,"635 E Broadway Rd., Mesa, AZ 85204",,"480-833-9200 
Fax: 480-833-9292",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,,COMMUNITY ACTION PROGRAM OFFICES,,,,"200 W Washington, 18th  Floor, Phoenix, AZ 85003",,"602-262-6666 
Fax: 602-534-2092",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,,COMMUNITY ACTION PROGRAM OFFICES,"33.40362418367347, -112.073434",,,"4732 S Central Avenue,  Phoenix, AZ 85040",,602-534-4732,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,,COMMUNITY ACTION PROGRAM OFFICES,"33.4897254, -112.16982988144153",,,"3454 N 51st Avenue,  Phoenix, AZ 85031",,602-262-6510,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,,COMMUNITY ACTION PROGRAM OFFICES,"33.571327, -112.085522",,,"914 W Hatcher Rd., Phoenix, AZ 85021",,602-495-5229,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Glendale,,,COMMUNITY ACTION PROGRAM OFFICES,,,,"5850 W Glendale Ave.,  Ste. B51, Glendale, AZ  85301",,"623-930-2854 
Fax: 623-930-2141",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Maricopa County Human Services Department,,,COMMUNITY ACTION PROGRAM OFFICES,,,,"34 N Central Avenue, 3rd  Floor, Phoenix, AZ 85004",,"602-506-5911 
Fax: 602-506-4982",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Apache Junction,,"Assistance with food, clothing, financial  support, utility assistance, rental assistance,  youth programming, church programming,  and more. Homeless outreach services.",SALVATION ARMY LOCATIONS,"33.40772168686869, -111.54008156565656",,,"605 E Broadway Ave.,  Apache Junction, AZ 85219",,480-982-4110,www.tsasw.org,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Tempe,,,SALVATION ARMY LOCATIONS,"33.42203395833334, -111.93922547916667",,,"40 E University Dr., Tempe, AZ 85280",,480-967-8649,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,The Salvation Army: 602-267-4122 ,SALVATION ARMY LOCATIONS,"33.49145328666649, -112.15219647589682",,,"4318 W Clarendon Avenue, Phoenix, AZ  85031",,602-233-9272,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,,SALVATION ARMY LOCATIONS,"33.45073745, -112.02447373916416",,,"2707 E Van Buren St.,  Phoenix, AZ 85008",,602-267-4100,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,,SALVATION ARMY LOCATIONS,"33.4998585, -112.04724144151535",,,"4343 N 16th Street, Phoenix, AZ 85016",,602-553-0988,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Phoenix,,,SALVATION ARMY LOCATIONS,"33.45514145, -112.07856945671989",,,"613 N 4th Avenue, Phoenix, AZ 85003",,602-251-2005,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Chandler,,,SALVATION ARMY LOCATIONS,"33.29472251006712, -111.84028761744966",,,"85 E Saragosa St, Chandler, AZ 85225",,480-963-2041,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Mesa,,,SALVATION ARMY LOCATIONS,"33.4252021, -111.82578745",,,"241 E 6th St., Mesa, AZ  85201",,480-962-9103,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Glendale,,,SALVATION ARMY LOCATIONS,"33.553118020408164, -112.18871985714286",,,"6010 W Northern Ave,  Glendale, AZ 85031",,623-934-0469,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Sun City,,,SALVATION ARMY LOCATIONS,,,,"17420 N Avenue of the  Arts Blvd., Surprise, AZ  85373",,623-977-1084,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Maricopa Workforce  Connections- Arizona  @ Work,,"Help with unemployment insurance, job  search assistance, skill and aptitude  assessments, career counseling, resume  writing, job readiness workshops, and  interview techniques. Specialized services for  veterans, youth, and those with disabilities. https://jobs.maricopa.gov/ ",GILBERT,,,,"735 N Gilbert Rd., Ste.  134, Gilbert, AZ 85234",,"602-372-9700 
Fax: 602-372-9700",https://arizonaatwork.com/about,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Midwest Food Bank,,"Food pantries, soup kitchens, and disaster  relief ",GILBERT,"33.37822835, -111.81737941102534",,,"725 E Baseline Rd., Gilbert, AZ 85233",,515-210-9400,http://arizona.midwestfoodbank.org/home,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,The Open Arms Center,,"Resource Program for Gilbert Residents,  Food Bank, and Clothing Closet",GILBERT,,,,"522 N Gilbert Rd., Ste  103, Gilbert, AZ 85234",,"480-539-0175 
Fax: 480-350-7854",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Elite Community Services,,"Adult tutoring, Vocational/Employment  Supportive Services, Computer training, Skill  building, fingerprinting. ",GILBERT,,,,"3651 E Baseline Rd., Ste  E-222, Gilbert, AZ 85234",,480-558-1275,https://ecsaz.org/training-services/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Gilbert Community Center,,Offers community and neighborhood  services ,GILBERT,"33.352208899999994, -111.79284814674727",,,"130 N Oak St., Gilbert, AZ  85233",,480-503-6290,https://www.gilbertaz.gov/residents/townservices,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Friends of the Needy/  St. Anne’s Catholic,,"Food boxes, clothing, child toys, household  items/appliances, referral to programs,  utility assistance, rental assistance",GILBERT,"33.350093691169185, -111.78862094745507",,,"40 E Elliot Rd., Gilbert, AZ  85234",,"480-507-4400 
Fax: 480-507-4800",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,AZCEND- Chandler Christian Community  Center,,"Emergency food boxes & clothing, family  resource center, “Chandler Clean Machine”  for shower and laundry services ",CHANDLER,"33.29804620408163, -111.84360397959183",,,"345 S California St., Chandler, AZ 85224",,"480-963-1423 
Fax: 480-726-0896",http://azcend.org/press-room-faq/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Matthews Crossing,,"Emergency food boxes. Weekdays except  Wednesday (9:00 AM- 12:00 PM).  
Wednesdays (4:00 PM- 6:00 PM)",CHANDLER,,,,"1368 N Arizona Ave., Ste  112, Chandler, AZ 85225",,480-857-2296,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,DES Family Assistance  administration Office,,Nutrition assistance ,CHANDLER,"33.3487692, -111.8388669",,,"125 E Elliot Rd., Chandler, AZ 85225",,480-777-1168,https://des.az.gov/services/basic-needs/family-assistance,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Foothills Community  Services,,"Food, Clothing Assistance and Link To  Supportive Programs ",CHANDLER,,,,"3215 N Arizona Avenue,  Ste. 19, Chandler, AZ  85225",,913-271-1358,https://www.thebridgefcs.org/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Neighborhood Resource Division,,"Homeless prevention, Rapid Re-housing  program ",CHANDLER,"33.3012011, -111.8412296",,,"175 S Arizona Ave., Chandler, AZ 85225",,480-782-2000,http://www.chandleraz.gov/default.aspx?pageid=149,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,A New Leaf’s Mesa CAN,,"Eviction Prevention, emergency homeless  housing, mortgage foreclosure help, Rental  security, Utility assistance ",MESA,"33.40772833333333, -111.81729533333333",,,"635 E Broadway Rd.,  Mesa, AZ 85204",,480-833-9200,http://www.turnanewleaf.org/services/mesacan.html,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Paz de Cristo,,"Free dinner program, bus passes, prescription assistance, food box, hygiene  kits, clothing, assistance with obtaining birth  certificates, and employment assistance.",MESA,,,,"424 W Broadway Rd.,  Mesa, AZ 85210 
https://pazdecristo.org/",,480-464-2370,https://pazdecristo.org/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Neighborhood  Outreach,,"Homeless prevention, Rapid Re-housing  program ",MESA,,,,"20 E Main St., Ste, Mesa  AZ 85201",,"Electric: 480-644-2266 
Gas: 480-644- 4277 
Water: 480-644-2262",http://www.mesaaz.gov/about-us/contact-us,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,United Food Bank,,"Food bank, meal sites, food pantries, mobile  pantries ",MESA,"33.3809141, -111.8251921356158",,,"358 E Javelina Ave., Mesa, AZ 85210",,480-926-4897,https://unitedfoodbank.org/#contact-section,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,United Food Bank,,,MESA,"33.40953322222222, -111.85074944444445",,,"245 S Nina Dr., Mesa, AZ 85210",,,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,East Mesa (Baptist Church) Food Bank,,Emergency food boxes 4:45 PM Sunday.  Must bring own box and be on time,MESA,"33.40145919881697, -111.63284757044558",,,"752 S Ellsworth Rd., Mesa, AZ 85208",,480-986-9827,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Money Management  International,,"Counseling, advice, repayment plan to  creditors, free educational classes, HUD  certified counseling, mortgage default ",PHOENIX,,,,"722 E Osborn Rd., Ste.  330, Phoenix, AZ 85014",,866-889-9347,http://www.moneymanagement.org/AboutUs/Locations.aspx,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Travis L Williams Family  Services Center,,"Case management, rent, utilities, food boxes,  bus tickets for employment. Phoenix  residents only. ",PHOENIX,"33.40362418367347, -112.073434",,,"4732 S Central Ave., Phoenix, AZ 85040",,602-534-4732,https://www.phoenix.gov/humanservices/programs/emergency,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Central Phoenix Family  Services,,"Homelessness Prevention, Rapid Re-Housing  Program",PHOENIX,"33.43541435, -112.0829604922818",,,"1250 S. 7th Ave, Phoenix,  AZ 85007",,602-534-1250,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,St. Mary’s Food Bank  Alliance,,"Food distribution, Children’s feeding  programs, Community kitchen ",PHOENIX,"33.47975346938775, -112.12558920408163",,,"2831 N 31st Avenue, Phoenix, AZ 85009",,602-242-3663,http://www.firstfoodbank.org/learn/programs/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Diocesan Council for  the Society of St. Vincent De Paul,,"Community information referral: 602-263- 8856 
Call 2-1-1 for food boxes, furniture, clothing,  utility bills or rent.",PHOENIX,,,,,,602-266-4673,Locations: https://www.stvincentdepaul.net/contact,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Friendly House,,"Academia del pueblo, Adult education,  college and career readiness program,  emergency support services, family  
immigration services, and many more. ",PHOENIX,"33.44001887755102, -112.07532440816327",,,"113 W Sherman St., Phoenix, AZ 85003",,602-257-1870,https://www.friendlyhouse.org,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Lodestar Day Resource  Center,,"Housing transition program, emergency food  box referrals, referrals to community  agencies for additional social service  supports, mediating with landlords, eviction  prevention ",PHOENIX,"33.44500970870827, -112.08632990563385",,,"1125 W Jackson St., Phoenix, AZ 85007",,602-393-9930,http://lodestardrc.org/services/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Most Holy Trinity Church,,For spiritual growth. Catholic Church.,PHOENIX,"33.562583323232325, -112.06535838383839",,,"8620 N 7th St., Phoenix,  AZ 85020",,602-944-3375,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Pilgrims Rest,,"Benevolence applications, community  education and events, employment, foster  care and adoption, mobile food distribution,  and providing access to additional  community resources",PHOENIX,"33.446979, -112.090487",,,"1401 W Jefferson St.,  Phoenix, AZ 85034 ",,602-258-0831,http://www.pilgrimrestphx.org/pr_services.html,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Money Management  International,,"Counseling, advice, repayment plan to  creditors, free educational classes, HUD  certified counseling, mortgage default",TEMPE,,,,"1 W Elliott Rd., Ste. 101,  Tempe, AZ 85284",,866-889-9347,http://www.moneymanagement.org/AboutUs/Locations.aspx,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Escalante Community  Center,,"Food boxes, rental assistance, utility  assistance, health clinic, immunizations,  meals on wheels program, senior services ",TEMPE,"33.4191654, -111.8944789",,,"2150 E Orange St.,  Tempe, AZ 85281",,480-350-5800,http://www.tempe.gov/city-hall/community-services/community-recreation-centers/escalante-multi-generational-center,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,City of Tempe Housing  Services,,Federal housing programs for those who  need assistance ,TEMPE,"33.391475099999994, -111.92805487427798",,,"3500 S. Rural Rd., Tempe,  AZ 85282",,480-350-8950,http://www.tempe.gov/residents/housing services,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Buddhist Compassion  Relief Tzu Chi  Foundation,,"Food, clothing, household goods to low  income or elderly. Emergency relief to  victims of accidents or disasters. Can do  walk-ins.",TEMPE,"33.349423571428574, -111.88008791836735",,,"2145 W Elliot Rd,  Chandler, AZ 85224",,480-838-6556,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Apache Junction Food  Bank,,"Walk-ins served. No referral required. Live  within service area (Ocotillo Rd to the south,  Ellsworth Rd to the west, McDowell Rd to  the north, and Queen Valley to the east).  Meet federal poverty guidelines. Photo ID  and proof of address.",APACHE JUNCTION,,,,"575 N Idaho Rd., Ste 701, AJ 85119",,480-983-2995,"
http://www.ajfoodbank.org/about-us.html",,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Community Action Human Resources  Agency (CAHRA),,"Emergency services, utility deposit, utility  payment assistance, rent/mortgage payment  assistance",ELOY,"32.749530875, -111.550656875",,,"109 Sunshine Blvd., Eloy,  AZ 85131",,"520-466-1112 
1-877-472-2472",,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Care First Avondale Resource Center,,"Utility and rental assistance, case management, outreach, career center, pre employment",AVONDALE,"33.435412, -112.354664625",,,"328 W Western Ave., Avondale, AZ 85323",,"623-333-2700 
1-855-204-7797",www.avondale.org/nfs,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Care First Gila Bend  Resource Center,,"Rent and utility assistance, telephone  assistance program, weatherization program,  case management ",GILA BEND,"32.94751985, -112.71432654347521",,,"303 E Pima St., Gila Bend,  AZ 85337",,928-683-6502,http://familyresourceaz.org/resources/gila-bend-family-resource-center,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Foothills Food Bank and  Resource Center,,"Food boxes, rent, medical bills, prescription,  etc.",FOOTHILLS,"33.83133993035111, -111.95020952688984",,,"6038 E Hidden Valley Dr.,  Cave Creek",,480-488-1145,https://www.foothillsfoodbank.com/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Salt River Project,,"Electric bill assistance, Utility assistance",FOOTHILLS,,,,,,602-236-8888,https://www.srpnet.com/contactus/default.aspx,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,SRP Economy Price Program,,"4 electricity plans, offers and economy prices  plan for qualifying individuals.",ADDITIONAL COMMUNITY SUPPORTS,,,,,,602-236-8888,www.srpnet.com/prices/ home/chooseyourpricepl an.aspx,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Low- income Home  Energy Assistance  Program (LIHEAP),,"Utilities, weatherization, appliance repair.",ADDITIONAL COMMUNITY SUPPORTS,,,,,,602-542-4446,https://www.acf.hhs.gov /ocs/programs/liheap,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Labor’s Community  Service Agency Emergency program/ Mortgage Assistance  Program,,"Emergency financial assistance for eviction  or shut-off notices, Foreclosure Intervention Program ",ADDITIONAL COMMUNITY SUPPORTS,,,,"3117 N 16th St., Suite  100, Phoenix, AZ 85016",,602-263-5741,"www.saveourhomeaz.gov 
http://lcsaphx.org/programs-services/",,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,St. Vincent de Paul’s  Food Reclamation Center,,"Weekdays 6:30 AM- 3:30 PM 
Weekends 6:00 AM- 12:00 PM",ADDITIONAL COMMUNITY SUPPORTS,,,,"420 W Watkins Rd., Phoenix, AZ 85003",,877-211-8661,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Southwest Gas Assistance program,,Energy reduced rates through the Arizona  Low-income Ratepayer Assistance (LIRA)  Program. Save money by providing a yearly  30% reduction in monthly basic service  charge and a “per therm” rate discount.,ADDITIONAL COMMUNITY SUPPORTS,"33.555263, -112.046673",,,"1600 E Northern Avenue,  Phoenix, AZ 85020 ",,"1-877-860- 
6020",https://myaccount.swgas.com/content/lira,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Maricopa County Victim Compensation,,"With eligibility: Medical expenses, Mental  health counselling, loss of wages, and/or  funeral expenses ",ADDITIONAL COMMUNITY SUPPORTS,"33.447063, -112.077806",,,"301 W Jefferson St., Phoenix, AZ 85003",,602-506-4955,https://www.maricopacountyattorney.org/35/Victims,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Agua Fria Food and Clothing Bank,,"Clothing, homeless kits and shower facility,  and school uniforms.",ADDITIONAL COMMUNITY SUPPORTS,"33.4279819407945, -112.34491954341797",,,"405 E Harrison Dr., Avondale, AZ 85323",,623-932-9135,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,APS,,Budget electricity programs,ADDITIONAL COMMUNITY SUPPORTS,,,,,,602-371-7171,www.aps.com,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Buckeye Office of Social  Services (BOSS) Utility  Assistance,,No restrictions. Office assistance and  referrals for people who have had utilities  shut off. ,ADDITIONAL COMMUNITY SUPPORTS,"33.36544035, -112.58466654470381",,,"501 E Mahoney Ave, Buckeye, AZ 85326",,623-386-6365,http://www.bosssite.org/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Chicanos por la Causa,,"Computer training, employment assistance,  workshops, GED classes, first time  
homebuyers, housing loan modifications,  safe and affordable housing options.",ADDITIONAL COMMUNITY SUPPORTS,"33.436889632653056, -112.05830132653061",,,"1112 E Buckeye Rd., Phoenix, AZ 85034 ",,602-257-0700,www.cplc.org,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Church of the Master Presbyterian,,Food boxes and utility assistance,ADDITIONAL COMMUNITY SUPPORTS,"33.422114199999996, -111.68837275328947",,,"6659 E University Dr.,  Mesa, AZ 85205",,480-985-1660,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,John F Long Family Service Center,,"Rental, utility, mortgage. Food boxes, bus  tickets for employment, case management.",ADDITIONAL COMMUNITY SUPPORTS,"33.4897254, -112.16982988144153",,,"3454 N 51st Ave, Phoenix,  AZ 85031",,602-262-6510,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Maricopa County Utility  and Rental Assistance,,"Utilities, weatherization, rent, mortgage, air  conditioning repairs in the summer",ADDITIONAL COMMUNITY SUPPORTS,"33.447063, -112.077806",,,"301 W Jefferson St., Phoenix, AZ 85003",,602-506-3011,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Military Assistance Mission,,"Rent, mortgage, utilities, care repairs, vehicle  payments, food.",ADDITIONAL COMMUNITY SUPPORTS,,,,"17464 N 25th Ave., Suite  A-1, Phoenix, AZ 85023",,602-246-6429,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Lifeline Telephone Discount Program,,"Discount to basic telephone rates.  
Households must be at below 150% of  poverty or receiving other state benefits",ADDITIONAL COMMUNITY SUPPORTS,,,,,,1-888-225-5322,https://www.fcc.gov/general/lifeline-program-low-income-consumers,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Salt River Pima Maricopa Indian Community Family Assistance Division,,Financial assistance and TANF for tribal  members.,ADDITIONAL COMMUNITY SUPPORTS,"33.4875784, -111.9090886",,,"10079 E Osborn Rd., Scottsdale, AZ 85256",,480-362-5720,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Senior Helpline,,Referrals for rental and utility assistance ,ADDITIONAL COMMUNITY SUPPORTS,,,,"1366 E Thomas Rd., Suite  108, Phoenix, AZ 85014",,602-264-4357,https://www.aaaphx.org/program-services/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Southeastern Community Action Plan,,"Eviction prevention, temporary housing,  rent, mortgage, utility, air conditioning repair  in the summer, repair or replacement of  appliances, transportation to people with  disabilities.",ADDITIONAL COMMUNITY SUPPORTS,,,,"283 W 5th Safford, AZ  85546 ",,928-428-2872,http://www.seacapaz.com/calendar-of-services.html,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Sunnyslope Family Services Center,,"Rent, utilities, case management, air  conditioning repairs in the summer.",ADDITIONAL COMMUNITY SUPPORTS,"33.571453322580645, -112.06139651612904",,,"914 E Hatcher Rd., Phoenix, AZ 85021",,602-495-5229,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Tolleson Community  Action Program (CAP),,"Utilities, utility discount enrollment, water  assistance May-Oct, weatherization, rent,  case management, air conditioning repairs in  summer.",ADDITIONAL COMMUNITY SUPPORTS,"33.4495264, -112.2661025",,,"9555 W Van Buren St.,  Tolleson, AZ 85353",,623-936-2760,,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,U.S. Department of  Housing and Urban  Development,,"Referrals on home buying, avoiding foreclosure, rent, fair housing laws,  subsidized housing options, assistance in  locating affordable housing. ",ADDITIONAL COMMUNITY SUPPORTS,,,,"One North Central Avenue, Ste. 600,  Phoenix, AZ 85004",,602- 379-7100,https://portal.hud.gov/hudportal/HUD?src=/states/arizona/offices,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Victory Lutheran  Church,,"Food, case management, rent, utilities, job  assistance, counseling ",ADDITIONAL COMMUNITY SUPPORTS,"33.4228399, -111.7256406",,,"5946 E University Dr.,  Mesa, AZ 85205",,480-830-5024,http://victorylutheran.com/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Vista del Camino Community Action  Program (CAP),,"Food, rent, utility, transportation, prescriptions, special needs, career clothing,  referrals, air conditioning repairs in the  summer.",ADDITIONAL COMMUNITY SUPPORTS,"33.458570726664334, -111.91438337464199",,,"7700 E Roosevelt St.,  Scottsdale, AZ 85257",,480-312-2323,http://www.scottsdaleaz.gov/social-services/vista-del-camino,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,RX Outreach from,,Patient assistance program. Non-profit mail  order pharmacy.,PRESCRIPTION ASSISTANCE,,,,,,"1-800-769-3880 
1-888-796-1234",www.rxoutreach.com,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Glaxo Bridges to Access,,Patient Assistance Program/ Free Medications,PRESCRIPTION ASSISTANCE,,,,,,1-888-825-5249,https://www.gskforyou.com/,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Medication Assistance,,Discounted Medication programs;  Medication Rebates and Coupons by  Medication Brand,PRESCRIPTION ASSISTANCE,,,,,,800-503-6897,www.needymeds.org,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Partnership for Prescription Assistance,,Helps qualifying patients get coverage for  prescriptions through public/private  programs,PRESCRIPTION ASSISTANCE,,,,,,,www.pparx.org/Intro.php,,,,,,,SHOW Clinic
FINANCIAL/ EMERGENCY ASSISTANCE,Copper Rx Card/ Arizona Rx Card,,"Diabetic supplies, prescription assistance,  pet pharmacy assistance. Offers drug  discounts ranging from 15-55% will cover  supplies such as insulin, glucometers,  syringes & test strips",PRESCRIPTION ASSISTANCE,,,,,,1-888-227-8315,Arizonarxcard.com,,,,,,,SHOW Clinic
